,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
11744,-121.16,38.74,17.0,3353,463,1417,447,5,237100,INLAND
11745,-121.14,38.77,15.0,10282,1333,3868,1300,6,287800,INLAND
11746,-121.16,38.75,27.0,771,108,315,111,8,276600,INLAND
11747,-121.14,38.84,22.0,2750,433,1161,428,4,236500,INLAND
11748,-121.14,38.82,22.0,1816,278,832,278,5,233000,INLAND
11749,-121.15,38.8,20.0,2104,370,745,314,4,217500,INLAND
11750,-121.18,38.78,13.0,3480,528,1432,532,6,277800,INLAND
11751,-121.18,38.8,18.0,2541,414,1276,405,5,220100,INLAND
11752,-121.21,38.76,16.0,1608,296,792,286,3,239200,INLAND
11753,-121.21,38.75,11.0,4552,639,2006,623,4,264400,INLAND
11754,-121.17,38.76,14.0,2028,255,781,251,6,394000,INLAND
11755,-121.2,38.73,11.0,4897,636,1931,616,7,334800,INLAND
11756,-121.18,38.73,16.0,1584,264,613,226,6,273100,INLAND
11757,-121.18,38.75,16.0,2807,459,1201,429,4,247600,INLAND
11758,-121.24,38.75,5.0,9137,1368,3667,1294,5,229600,INLAND
11759,-121.24,38.72,12.0,3605,576,1556,549,4,203700,INLAND
11760,-121.27,38.74,19.0,3869,887,2086,685,2,154900,INLAND
11761,-121.26,38.73,14.0,3323,499,1527,540,5,172100,INLAND
11762,-121.26,38.74,22.0,7173,1314,3526,1316,3,135900,INLAND
11763,-121.28,38.73,6.0,4223,672,1747,631,5,267400,INLAND
11764,-121.27,38.72,6.0,4664,644,2105,663,6,198700,INLAND
11765,-121.25,38.72,10.0,7277,1168,3507,1131,4,179400,INLAND
11766,-121.27,38.75,21.0,4812,1117,1985,1045,2,128500,INLAND
11767,-121.28,38.74,33.0,4384,778,1775,789,4,134700,INLAND
11768,-121.3,38.73,9.0,5558,1099,2717,1043,3,139200,INLAND
11769,-121.36,38.73,21.0,2253,416,1050,411,3,220100,INLAND
11770,-121.32,38.74,14.0,1449,228,670,232,4,186300,INLAND
11771,-121.31,38.75,7.0,4185,750,2147,706,4,129200,INLAND
11772,-121.3,38.75,36.0,3903,885,2313,804,2,86300,INLAND
11773,-121.28,38.75,52.0,493,89,189,94,2,83800,INLAND
11774,-121.3,38.74,41.0,4374,1039,2387,959,2,87900,INLAND
11775,-121.33,38.77,3.0,20214,3559,8361,3112,4,169300,INLAND
11776,-121.28,38.76,47.0,2901,631,1276,578,2,101900,INLAND
11777,-121.27,38.75,43.0,1292,307,647,249,2,85300,INLAND
11778,-121.29,38.76,12.0,1198,174,443,170,6,187500,INLAND
11779,-121.28,38.77,6.0,3819,550,1738,587,5,201400,INLAND
11780,-121.28,38.8,7.0,9003,1739,4445,1591,3,147900,INLAND
11781,-121.24,38.78,11.0,1851,352,1049,369,3,141100,INLAND
11782,-121.24,38.78,18.0,549,143,249,136,0,136500,INLAND
11783,-121.23,38.78,13.0,3813,871,1513,783,2,142600,INLAND
11784,-121.22,38.78,8.0,3418,514,1312,409,6,218000,INLAND
11785,-121.24,38.82,5.0,12259,1643,4819,1582,5,217300,INLAND
11786,-121.25,38.8,14.0,5094,729,1974,705,5,188700,INLAND
11787,-121.24,38.79,15.0,2615,485,1063,428,3,173200,INLAND
11788,-121.24,38.79,23.0,1419,261,706,269,3,110200,INLAND
11789,-121.23,38.79,45.0,907,176,463,190,2,92000,INLAND
11790,-121.22,38.8,11.0,2521,521,1390,477,3,124800,INLAND
11791,-121.19,38.87,20.0,3118,500,1405,519,6,209400,INLAND
11792,-121.21,38.83,21.0,3691,640,1758,603,3,151900,INLAND
11793,-121.19,38.85,8.0,4114,710,2268,716,4,139400,INLAND
11794,-121.18,38.83,15.0,4488,859,2114,805,2,124400,INLAND
11795,-121.39,38.85,19.0,3568,646,1714,590,4,162700,INLAND
11796,-121.3,39.0,16.0,3155,541,1630,540,4,126400,INLAND
11797,-121.31,38.97,16.0,1210,228,726,222,2,82100,INLAND
11798,-121.22,38.92,19.0,2531,461,1206,429,4,192600,INLAND
11799,-121.27,38.87,16.0,2094,358,1092,357,4,191400,INLAND
11800,-121.29,38.9,45.0,2019,394,1104,407,3,108700,INLAND
11801,-121.28,38.9,31.0,1297,259,765,240,2,93600,INLAND
11802,-121.29,38.89,10.0,653,120,407,146,3,110800,INLAND
11803,-121.3,38.89,23.0,1750,297,1012,315,3,99300,INLAND
11804,-121.3,38.89,45.0,1529,317,793,281,2,91300,INLAND
11805,-121.32,38.89,9.0,5927,1269,3369,1176,2,111300,INLAND
11806,-121.14,38.92,16.0,2069,312,889,299,4,212000,INLAND
11807,-121.1,38.92,21.0,4064,871,1847,859,3,135500,INLAND
11808,-121.11,38.91,24.0,2558,423,1149,403,4,190500,INLAND
11809,-121.1,38.94,42.0,410,117,706,112,1,125000,INLAND
11810,-121.07,38.92,15.0,5301,884,2335,831,4,164000,INLAND
11811,-121.05,38.92,34.0,2144,372,899,378,3,158800,INLAND
11812,-121.15,39.0,15.0,4145,691,1872,680,4,220600,INLAND
11813,-121.19,38.95,16.0,2544,431,1199,412,4,196300,INLAND
11814,-121.11,38.95,14.0,3888,890,1830,844,1,158600,INLAND
11815,-121.1,38.95,17.0,1475,403,943,363,2,55300,INLAND
11816,-121.06,38.98,14.0,2267,355,1140,369,4,212800,INLAND
11817,-121.05,38.97,12.0,3676,550,1572,510,4,201900,INLAND
11818,-121.09,38.97,13.0,1467,221,688,231,5,191900,INLAND
11819,-121.1,39.0,16.0,1106,195,505,187,5,192300,INLAND
11820,-121.08,38.95,18.0,1931,380,1271,377,2,156100,INLAND
11821,-121.08,38.93,14.0,4239,824,1729,794,2,167700,INLAND
11822,-121.07,38.94,14.0,1710,294,839,297,4,150700,INLAND
11823,-121.04,38.95,22.0,1931,445,1009,407,2,153200,INLAND
11824,-120.99,39.04,17.0,2289,450,1182,397,2,166800,INLAND
11825,-120.98,38.99,17.0,3403,661,1540,622,3,162900,INLAND
11826,-121.04,39.0,21.0,4059,730,1874,693,4,174300,INLAND
11827,-121.02,39.01,17.0,4786,799,2066,770,3,185400,INLAND
11828,-121.0,39.0,4.0,170,23,93,27,10,312500,INLAND
11829,-120.87,39.18,25.0,2691,598,964,373,3,142700,INLAND
11830,-120.87,39.15,17.0,1819,389,736,283,2,128900,INLAND
11831,-120.58,39.27,15.0,4126,903,723,266,3,118800,INLAND
11832,-120.33,39.3,16.0,868,178,44,21,3,175000,INLAND
11833,-120.18,39.28,14.0,10098,1545,701,254,4,141300,INLAND
11834,-120.22,39.2,22.0,8259,1409,845,353,3,244000,INLAND
11835,-120.96,39.12,24.0,2069,436,909,374,2,139100,INLAND
11836,-120.98,39.08,20.0,4570,906,2125,815,3,148000,INLAND
11837,-120.94,39.05,8.0,3758,717,1744,661,3,151500,INLAND
11838,-120.98,39.93,25.0,2220,511,912,449,1,87800,INLAND
11839,-120.95,39.93,26.0,2023,385,922,365,2,83500,INLAND
11840,-120.93,39.9,20.0,1511,328,791,320,2,70900,INLAND
11841,-120.9,39.93,23.0,2679,546,1424,529,2,81900,INLAND
11842,-120.9,39.95,20.0,1349,238,601,203,3,96600,INLAND
11843,-120.93,39.96,15.0,1666,351,816,316,2,118800,INLAND
11844,-120.92,40.02,35.0,383,92,202,72,2,102500,INLAND
11845,-120.74,39.9,23.0,1017,218,387,152,2,88200,INLAND
11846,-120.57,39.78,15.0,1291,283,582,242,2,102000,INLAND
11847,-120.66,39.72,15.0,3763,784,717,348,2,130500,INLAND
11848,-120.74,39.82,9.0,1955,398,294,122,3,126500,INLAND
11849,-121.0,39.75,8.0,1116,214,27,39,2,83000,INLAND
11850,-121.14,39.86,16.0,2534,557,638,244,2,88800,INLAND
11851,-120.53,39.79,18.0,1234,266,543,201,2,71900,INLAND
11852,-120.48,39.78,11.0,513,104,204,86,2,100000,INLAND
11853,-120.45,39.8,47.0,2149,456,965,419,1,55900,INLAND
11854,-120.46,39.83,18.0,3406,673,1567,617,2,75900,INLAND
11855,-120.38,39.82,10.0,1262,258,510,209,2,92800,INLAND
11856,-120.15,39.8,19.0,785,151,366,140,3,82500,INLAND
11857,-120.94,40.17,22.0,1334,261,597,222,2,89200,INLAND
11858,-120.91,40.08,24.0,1629,313,641,274,2,69600,INLAND
11859,-120.94,40.14,31.0,3127,664,1345,580,1,58000,INLAND
11860,-121.23,40.01,38.0,725,190,219,115,1,75000,INLAND
11861,-120.71,40.13,19.0,897,180,276,110,2,89400,INLAND
11862,-121.25,40.27,25.0,958,245,28,16,2,67500,INLAND
11863,-121.24,40.31,36.0,1597,301,632,262,3,93600,INLAND
11864,-121.23,40.29,21.0,3229,667,1501,582,2,77100,INLAND
11865,-121.19,40.23,10.0,1572,232,247,104,5,193800,INLAND
11866,-121.08,40.19,11.0,919,199,69,43,1,137500,INLAND
11867,-121.06,40.23,23.0,1127,225,215,85,3,143800,INLAND
11868,-121.09,40.3,15.0,1717,336,501,206,3,113400,INLAND
11869,-121.14,40.29,17.0,1944,394,384,172,1,111500,INLAND
11870,-121.15,40.25,14.0,5156,880,616,281,3,145200,INLAND
11871,-117.35,34.0,38.0,1214,254,723,236,2,87800,INLAND
11872,-117.36,33.99,42.0,1178,261,804,283,2,92900,INLAND
11873,-117.37,34.0,36.0,730,155,476,142,2,88900,INLAND
11874,-117.37,34.0,41.0,1248,278,770,250,3,90600,INLAND
11875,-117.36,34.0,19.0,4592,895,2769,838,3,105100,INLAND
11876,-117.37,34.01,15.0,1386,247,703,185,3,124200,INLAND
11877,-117.38,34.0,45.0,2881,514,1470,515,3,123800,INLAND
11878,-117.38,33.99,52.0,1797,332,905,313,2,141700,INLAND
11879,-117.38,33.98,52.0,2274,571,1167,504,2,101600,INLAND
11880,-117.39,33.98,37.0,2337,452,948,437,3,169100,INLAND
11881,-117.41,33.97,24.0,950,183,383,182,3,125000,INLAND
11882,-117.37,33.98,43.0,2862,772,1878,675,2,96700,INLAND
11883,-117.38,33.97,29.0,1157,297,2027,253,1,155000,INLAND
11884,-117.38,33.98,10.0,642,176,462,186,2,162500,INLAND
11885,-117.37,33.98,27.0,1342,547,844,484,1,95800,INLAND
11886,-117.37,33.99,44.0,917,224,666,220,1,114200,INLAND
11887,-117.36,33.98,46.0,1680,453,1570,435,2,82300,INLAND
11888,-117.37,33.97,34.0,3676,697,2653,682,2,92400,INLAND
11889,-117.37,33.97,38.0,1156,241,877,200,1,79900,INLAND
11890,-117.37,33.97,40.0,1166,250,976,244,1,84800,INLAND
11891,-117.37,33.98,52.0,201,44,130,24,2,125000,INLAND
11892,-117.35,33.99,45.0,131,28,89,31,2,112500,INLAND
11893,-117.35,33.98,31.0,4163,1242,3928,1076,1,85900,INLAND
11894,-117.35,33.97,27.0,3960,886,2807,838,3,122500,INLAND
11895,-117.36,33.97,32.0,1625,335,1212,327,2,82200,INLAND
11896,-117.36,33.98,33.0,2070,469,1851,467,2,80700,INLAND
11897,-117.37,33.96,33.0,3974,548,1398,528,7,216600,INLAND
11898,-117.35,33.96,25.0,2396,316,951,314,8,235200,INLAND
11899,-117.35,33.95,28.0,1650,210,557,211,7,204800,INLAND
11900,-117.37,33.94,14.0,9286,1269,3565,1238,6,219600,INLAND
11901,-117.36,33.92,7.0,9376,1181,3570,1107,8,315200,INLAND
11902,-117.39,33.97,52.0,3307,553,1269,529,4,136200,INLAND
11903,-117.38,33.97,30.0,2953,703,1406,580,2,150000,INLAND
11904,-117.39,33.96,52.0,1992,345,948,358,3,129300,INLAND
11905,-117.4,33.96,51.0,1806,322,709,298,3,125500,INLAND
11906,-117.39,33.97,48.0,1915,348,1060,376,3,117900,INLAND
11907,-117.4,33.97,38.0,1383,238,649,232,5,148900,INLAND
11908,-117.4,33.97,41.0,1707,276,660,269,3,134800,INLAND
11909,-117.41,33.96,32.0,2837,617,1393,595,2,118800,INLAND
11910,-117.41,33.96,24.0,4481,901,2398,823,3,123400,INLAND
11911,-117.41,33.97,34.0,2316,365,956,389,4,157800,INLAND
11912,-117.44,33.96,29.0,124,22,50,18,12,112500,INLAND
11913,-117.43,33.96,28.0,3747,651,2399,646,3,116500,INLAND
11914,-117.44,33.95,31.0,914,177,556,161,3,115300,INLAND
11915,-117.4,33.95,46.0,2189,423,866,389,3,111500,INLAND
11916,-117.4,33.95,32.0,1979,491,954,444,2,117300,INLAND
11917,-117.41,33.95,37.0,1586,283,675,305,2,132100,INLAND
11918,-117.41,33.95,37.0,1462,257,849,287,3,123900,INLAND
11919,-117.42,33.95,32.0,4251,848,2494,798,2,110800,INLAND
11920,-117.42,33.96,33.0,2275,469,1691,459,2,98100,INLAND
11921,-117.41,33.96,27.0,2341,418,1272,415,3,112700,INLAND
11922,-117.38,33.96,30.0,3153,623,1544,575,3,133800,INLAND
11923,-117.39,33.95,36.0,1380,269,598,262,3,122900,INLAND
11924,-117.39,33.95,35.0,1599,284,721,287,4,120700,INLAND
11925,-117.4,33.95,43.0,633,166,292,135,1,121400,INLAND
11926,-117.39,33.96,49.0,2527,461,1344,451,4,114400,INLAND
11927,-117.37,33.95,32.0,2215,351,771,311,4,142600,INLAND
11928,-117.37,33.94,20.0,1682,296,706,291,4,140100,INLAND
11929,-117.38,33.94,21.0,2468,380,1164,385,4,136800,INLAND
11930,-117.39,33.93,26.0,3014,494,1832,485,4,127900,INLAND
11931,-117.39,33.95,35.0,3306,680,1742,673,3,109100,INLAND
11932,-117.4,33.94,30.0,1198,251,1019,214,3,82700,INLAND
11933,-117.4,33.93,35.0,1468,298,1168,261,2,81300,INLAND
11934,-117.41,33.93,35.0,793,150,669,128,4,89300,INLAND
11935,-117.4,33.94,37.0,987,187,551,191,3,112000,INLAND
11936,-117.4,33.94,42.0,943,171,466,203,3,116000,INLAND
11937,-117.41,33.94,33.0,2074,476,911,420,2,117600,INLAND
11938,-117.41,33.94,29.0,3181,714,1603,706,3,112500,INLAND
11939,-117.42,33.93,32.0,2885,595,1509,590,3,125600,INLAND
11940,-117.41,33.94,22.0,4179,1081,2096,1013,2,118500,INLAND
11941,-117.42,33.94,26.0,2420,532,1383,469,3,113500,INLAND
11942,-117.42,33.94,35.0,1764,325,1094,353,4,113900,INLAND
11943,-117.43,33.95,36.0,2284,444,1425,405,4,104500,INLAND
11944,-117.43,33.93,36.0,2386,396,1176,374,4,113300,INLAND
11945,-117.43,33.93,15.0,4836,1368,3012,1240,2,129300,INLAND
11946,-117.43,33.93,31.0,1273,262,686,254,2,109400,INLAND
11947,-117.44,33.93,34.0,1577,272,880,284,4,116000,INLAND
11948,-117.45,33.94,12.0,3539,869,1987,859,2,103700,INLAND
11949,-117.44,33.94,32.0,2349,452,1479,425,3,114100,INLAND
11950,-117.44,33.94,30.0,2992,516,1521,507,3,126900,INLAND
11951,-117.44,33.94,32.0,1814,320,903,306,4,118700,INLAND
11952,-117.44,33.93,33.0,1371,236,715,227,4,129900,INLAND
11953,-117.45,33.93,20.0,5998,1320,3185,1199,3,113900,INLAND
11954,-117.44,33.92,33.0,2433,525,1466,517,3,110800,INLAND
11955,-117.45,33.91,29.0,2320,422,1358,415,3,121400,INLAND
11956,-117.45,33.92,35.0,2552,588,1840,551,2,113300,INLAND
11957,-117.39,33.92,25.0,2886,583,2327,577,2,113700,INLAND
11958,-117.4,33.9,32.0,1263,178,508,180,3,314100,INLAND
11959,-117.44,33.9,23.0,4487,754,2609,778,4,148700,INLAND
11960,-117.43,33.91,15.0,14281,2511,7540,2245,4,138000,INLAND
11961,-117.42,33.89,4.0,80,10,55,13,7,193800,INLAND
11962,-117.4,34.01,25.0,1858,366,1311,331,2,87800,INLAND
11963,-117.41,34.01,34.0,1231,216,841,199,2,92000,INLAND
11964,-117.43,34.02,33.0,3084,570,1753,449,3,97800,INLAND
11965,-117.42,34.02,9.0,5455,882,3015,858,4,162800,INLAND
11966,-117.4,34.0,24.0,2316,599,1829,532,1,86800,INLAND
11967,-117.4,34.0,31.0,1192,307,1013,283,2,76200,INLAND
11968,-117.41,34.0,38.0,2228,571,1697,530,1,83400,INLAND
11969,-117.43,33.98,21.0,2634,421,1376,406,4,152200,INLAND
11970,-117.42,33.98,16.0,10072,2043,5913,1909,3,119500,INLAND
11971,-117.45,34.01,26.0,3042,598,1720,551,2,95200,INLAND
11972,-117.43,34.01,34.0,2101,426,1150,377,3,98300,INLAND
11973,-117.41,34.0,26.0,2372,621,1647,612,1,88600,INLAND
11974,-117.42,34.0,32.0,1617,346,1153,385,3,96600,INLAND
11975,-117.43,33.99,18.0,3307,547,1738,457,4,116900,INLAND
11976,-117.44,33.99,12.0,9966,1517,5008,1492,4,171300,INLAND
11977,-117.5,34.0,15.0,1929,317,1237,316,4,128500,INLAND
11978,-117.49,33.99,21.0,2050,392,1153,336,4,116400,INLAND
11979,-117.48,33.98,20.0,2451,475,1785,456,3,115000,INLAND
11980,-117.49,33.98,17.0,2727,462,1691,448,4,160600,INLAND
11981,-117.5,33.98,21.0,2394,416,1291,381,4,138700,INLAND
11982,-117.47,33.98,8.0,12106,1913,5810,1717,4,158100,INLAND
11983,-117.48,34.01,23.0,2000,376,1361,388,4,121100,INLAND
11984,-117.49,34.02,35.0,2051,427,1466,425,3,108200,INLAND
11985,-117.49,34.02,21.0,3736,738,2021,640,4,142400,INLAND
11986,-117.51,34.02,24.0,7779,1835,3996,1765,2,135300,INLAND
11987,-117.48,34.0,12.0,6751,1153,3266,1134,3,145500,INLAND
11988,-117.51,34.0,36.0,3791,746,2258,672,3,124700,INLAND
11989,-117.52,33.99,14.0,13562,2057,7600,2086,5,182900,INLAND
11990,-117.53,33.97,34.0,1293,215,774,217,3,141000,INLAND
11991,-117.53,33.97,29.0,1430,273,872,283,4,141000,INLAND
11992,-117.51,33.97,35.0,352,62,184,57,3,137500,INLAND
11993,-117.53,34.02,19.0,256,34,101,28,5,375000,INLAND
11994,-117.6,33.94,26.0,2925,575,1921,501,3,153100,INLAND
11995,-117.55,34.0,17.0,3583,700,1587,719,2,75000,INLAND
11996,-117.53,33.94,21.0,5675,935,2834,865,4,203200,INLAND
11997,-117.55,33.94,30.0,5398,926,2672,864,4,163900,INLAND
11998,-117.56,33.94,29.0,266,42,136,40,1,164300,INLAND
11999,-117.56,33.94,6.0,575,73,318,88,7,257100,INLAND
12000,-117.57,33.93,3.0,1240,151,519,146,7,271900,INLAND
12001,-117.55,33.95,17.0,3196,444,1581,462,5,229400,INLAND
12002,-117.59,33.91,7.0,10223,1491,5205,1509,5,203400,INLAND
12003,-117.57,33.9,7.0,3797,850,2369,720,3,137600,INLAND
12004,-117.56,33.89,16.0,693,185,365,176,2,191700,INLAND
12005,-117.55,33.89,25.0,2999,439,1396,458,5,164800,INLAND
12006,-117.52,33.89,2.0,17978,3217,7305,2463,5,220800,INLAND
12007,-117.6,33.91,15.0,1864,271,1006,288,7,251000,INLAND
12008,-117.55,33.93,25.0,5187,934,2725,860,4,154300,INLAND
12009,-117.55,33.92,24.0,2807,501,1653,509,4,163300,INLAND
12010,-117.55,33.9,21.0,1839,324,871,307,3,198800,INLAND
12011,-117.53,33.92,12.0,2290,319,728,228,6,233500,INLAND
12012,-117.58,33.92,16.0,4157,586,2036,594,6,246400,INLAND
12013,-117.57,33.91,22.0,2620,396,1324,362,5,214600,INLAND
12014,-117.59,33.93,17.0,338,47,200,46,7,244200,INLAND
12015,-117.5,33.93,19.0,4741,835,2903,796,4,135600,INLAND
12016,-117.49,33.91,17.0,5364,1020,3754,936,3,139100,INLAND
12017,-117.5,33.92,31.0,2529,513,1504,426,2,115600,INLAND
12018,-117.5,33.92,28.0,2101,337,1061,348,4,146800,INLAND
12019,-117.51,33.95,12.0,9016,1486,4285,1457,4,169100,INLAND
12020,-117.46,33.95,34.0,1565,296,1142,328,3,99600,INLAND
12021,-117.47,33.95,15.0,6248,1249,3795,1128,4,124600,INLAND
12022,-117.5,33.96,12.0,7923,1470,4861,1385,4,139200,INLAND
12023,-117.5,33.95,29.0,932,153,711,172,4,143400,INLAND
12024,-117.46,33.94,26.0,2481,620,2411,552,1,85800,INLAND
12025,-117.47,33.94,34.0,559,139,532,137,3,88500,INLAND
12026,-117.48,33.94,19.0,1891,465,1693,416,2,112900,INLAND
12027,-117.48,33.94,29.0,1625,336,1046,320,3,117300,INLAND
12028,-117.49,33.94,28.0,2787,490,1684,467,4,127100,INLAND
12029,-117.46,33.93,16.0,4112,880,2821,857,3,114700,INLAND
12030,-117.46,33.93,19.0,4780,861,3043,766,3,132800,INLAND
12031,-117.46,33.92,21.0,713,142,476,142,3,121100,INLAND
12032,-117.47,33.93,33.0,919,208,724,235,3,110500,INLAND
12033,-117.47,33.94,34.0,2086,417,1501,395,3,105600,INLAND
12034,-117.46,33.94,35.0,1566,294,1056,279,3,105400,INLAND
12035,-117.48,33.93,31.0,2191,459,1564,450,2,122000,INLAND
12036,-117.47,33.92,18.0,3869,773,2500,726,3,126100,INLAND
12037,-117.49,33.93,26.0,2970,576,2156,558,3,124600,INLAND
12038,-117.47,33.91,21.0,3491,760,1920,669,2,127300,INLAND
12039,-117.46,33.9,10.0,9738,2130,4936,1840,3,144800,INLAND
12040,-117.48,33.89,14.0,10395,1799,6295,1855,4,149900,INLAND
12041,-117.49,33.9,7.0,10235,2238,5271,2094,3,159100,INLAND
12042,-117.48,33.91,22.0,3611,666,1869,649,4,141100,INLAND
12043,-117.44,33.88,5.0,2589,351,1109,360,6,334100,INLAND
12044,-117.51,33.89,16.0,5418,1005,2690,1088,4,158000,INLAND
12045,-117.51,33.88,24.0,3044,602,2541,564,4,123800,INLAND
12046,-117.52,33.88,21.0,722,178,770,165,2,102500,INLAND
12047,-117.53,33.88,22.0,2855,667,2453,624,3,91000,INLAND
12048,-117.5,33.87,4.0,6755,1017,2866,850,5,239800,INLAND
12049,-117.56,33.88,36.0,838,210,722,180,2,96200,INLAND
12050,-117.58,33.89,14.0,1731,404,1269,351,2,107900,INLAND
12051,-117.55,33.88,19.0,2472,618,2143,610,2,108800,INLAND
12052,-117.57,33.87,33.0,2076,517,1374,480,2,138200,INLAND
12053,-117.56,33.88,40.0,1196,294,1052,258,2,113000,INLAND
12054,-117.57,33.88,35.0,1755,446,1453,428,2,119400,INLAND
12055,-117.57,33.88,39.0,679,164,769,179,2,110600,INLAND
12056,-117.58,33.87,42.0,765,171,590,177,1,113500,INLAND
12057,-117.59,33.88,7.0,3586,959,2695,877,2,117000,INLAND
12058,-117.59,33.88,13.0,3239,849,2751,813,2,107000,INLAND
12059,-117.58,33.88,16.0,1739,478,1235,420,2,116100,INLAND
12060,-117.57,33.87,37.0,621,156,443,135,2,122800,INLAND
12061,-117.57,33.87,27.0,1786,287,939,278,5,165000,INLAND
12062,-117.58,33.87,17.0,2772,449,1685,461,5,163900,INLAND
12063,-117.58,33.87,30.0,701,131,356,125,3,144300,INLAND
12064,-117.58,33.87,34.0,1511,272,773,265,3,142100,INLAND
12065,-117.55,33.85,4.0,8207,1373,3887,1304,4,195300,INLAND
12066,-117.56,33.83,28.0,895,127,346,115,5,339300,INLAND
12067,-117.58,33.85,6.0,16431,2640,8222,2553,5,195100,INLAND
12068,-117.54,33.82,6.0,202,29,75,28,4,216700,INLAND
12069,-117.55,33.83,6.0,502,76,228,65,4,500001,INLAND
12070,-117.6,33.85,9.0,6538,955,2928,892,5,221400,<1H OCEAN
12071,-117.56,33.86,25.0,6964,1066,3240,1036,5,177100,INLAND
12072,-117.55,33.87,18.0,8136,1584,4976,1516,3,137100,INLAND
12073,-117.64,33.88,13.0,8010,1366,3920,1309,5,204800,<1H OCEAN
12074,-117.6,33.87,18.0,6450,1165,3716,1113,4,150300,INLAND
12075,-117.6,33.86,23.0,2949,473,1671,477,5,161000,INLAND
12076,-117.6,33.87,15.0,7626,1570,3823,1415,3,138100,INLAND
12077,-117.64,33.87,2.0,17470,2727,5964,1985,6,257900,<1H OCEAN
12078,-117.52,33.84,20.0,688,146,575,144,3,111000,INLAND
12079,-117.52,33.83,22.0,2397,400,1347,403,4,189800,INLAND
12080,-117.53,33.83,7.0,2191,324,1156,310,5,195600,INLAND
12081,-117.54,33.76,5.0,5846,1035,3258,1001,4,160800,<1H OCEAN
12082,-117.52,33.82,14.0,3776,580,1877,559,5,215000,INLAND
12083,-117.36,33.88,15.0,2857,421,1361,382,4,189800,INLAND
12084,-117.33,33.9,2.0,12837,1842,4636,1453,5,187800,INLAND
12085,-117.34,33.89,17.0,2678,394,1225,367,5,211300,INLAND
12086,-117.38,33.89,12.0,3964,524,1707,549,5,267900,INLAND
12087,-117.36,33.88,10.0,5600,848,2573,788,5,240500,INLAND
12088,-117.26,33.86,16.0,1171,235,659,216,3,110000,INLAND
12089,-117.33,33.87,14.0,2300,335,1001,311,5,161300,INLAND
12090,-117.3,33.85,15.0,3991,751,2317,657,2,127900,INLAND
12091,-117.28,33.85,16.0,3498,702,2372,672,2,118000,INLAND
12092,-117.43,33.81,13.0,4770,718,1985,662,4,295200,INLAND
12093,-117.4,33.76,8.0,1954,330,973,321,4,249100,INLAND
12094,-117.4,33.85,9.0,7538,1125,3450,1077,5,223600,INLAND
12095,-117.26,33.84,12.0,1159,209,523,159,2,123200,INLAND
12096,-117.32,33.87,15.0,826,138,440,134,4,173900,INLAND
12097,-117.28,33.89,33.0,6982,1371,5650,1195,2,152700,INLAND
12098,-117.34,33.96,15.0,6437,1298,2805,1205,4,184500,INLAND
12099,-117.32,33.96,19.0,3216,666,1363,629,3,144500,INLAND
12100,-117.34,33.94,20.0,4589,594,1660,595,7,236500,INLAND
12102,-117.31,33.94,7.0,11232,1791,4218,1644,5,216500,INLAND
12103,-117.33,33.98,52.0,1417,353,881,300,1,162500,INLAND
12104,-117.33,33.97,8.0,152,19,1275,20,1,162500,INLAND
12105,-117.34,34.0,27.0,321,64,214,67,3,101600,INLAND
12106,-117.34,33.98,10.0,17286,4952,9851,4616,1,103400,INLAND
12107,-117.32,33.99,27.0,5464,850,2400,836,4,133500,INLAND
12108,-117.31,33.97,28.0,3420,691,1502,656,3,140300,INLAND
12109,-117.29,33.97,4.0,18767,3032,8805,2723,4,160600,INLAND
12110,-117.35,34.01,23.0,3707,769,1938,658,2,95300,INLAND
12111,-117.34,34.02,28.0,2683,708,2047,636,2,85400,INLAND
12112,-117.32,34.01,23.0,3021,527,1580,533,4,129900,INLAND
12113,-117.24,33.95,11.0,6617,1118,3710,1087,4,132600,INLAND
12114,-117.23,33.94,7.0,13195,2696,6763,2437,3,142000,INLAND
12115,-117.25,33.95,5.0,13096,2208,6780,2180,4,138700,INLAND
12116,-117.23,33.96,5.0,9179,1361,4573,1294,5,163300,INLAND
12117,-117.21,33.95,5.0,8403,1240,3962,1150,5,155500,INLAND
12118,-117.14,33.94,5.0,4873,639,1947,568,6,223200,INLAND
12119,-117.21,33.97,3.0,18356,2537,8437,2342,5,197700,INLAND
12120,-117.28,33.94,10.0,972,212,773,219,1,135700,INLAND
12121,-117.28,33.92,35.0,3623,841,2721,766,2,86900,INLAND
12122,-117.27,33.92,13.0,8443,1744,4885,1470,3,127200,INLAND
12123,-117.27,33.93,2.0,337,55,115,49,3,164800,INLAND
12124,-117.24,33.94,15.0,1569,423,1123,369,1,113900,INLAND
12125,-117.24,33.93,12.0,7105,1447,4520,1333,3,113200,INLAND
12126,-117.25,33.93,8.0,10110,1761,5804,1703,4,137600,INLAND
12127,-117.25,33.92,7.0,9812,1914,5595,1729,4,124600,INLAND
12128,-117.23,33.91,9.0,11654,2100,7596,2127,4,127200,INLAND
12129,-117.23,33.89,5.0,11775,2031,6686,1911,4,136600,INLAND
12130,-117.23,33.94,8.0,2405,537,1594,517,3,114200,INLAND
12131,-117.22,33.93,14.0,5104,1026,3513,972,3,117000,INLAND
12132,-117.22,33.92,5.0,16884,2865,9509,2688,4,130900,INLAND
